"gamma","psi_distribs_0","psi_changetime_0","psi_distribs_1","psi_changetime_1","psi_distribs_2","psi_changetime_2","psi_distribs_3","psi_changetime_3","psi_distribs_4","psi_changetime_4","psi_distribs_5","psi_changetime_5","psi_distribs_6","psi_changetime_6","psi_distribs_7","psi_changetime_7","psi_distribs_8","psi_changetime_8","psi_distribs_9","psi_changetime_9","psi_distribs_10","phi_distribs_0","phi_changetime_0","phi_distribs_1","phi_changetime_1","phi_distribs_2","initialBeta","betaJitter","X"
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
0.1,0,70,0.021378998748139,98,0.00547463375066269,112,0.0181745260715609,126,0.00571545460133873,140,0.0152026452259244,154,0.00615568752903315,280,0.0115656772172821,336,0.0185094816562801,406,0.0132519664004723,438,0.0299067712806666,0,54,0.0632285715872631,350,0.0294346712398155,0.103587770687728,0.000568701519946239,NA
